,item,rate,num_rate,num_sold,price
1088,原宿風條紋文藝長袖襯衫男 韓版免燙寬松襯衣bf青少年休閑百搭襯衣外套  ulzzang百搭ins帥氣復古春夏季男生衣著,5,2,2,$178.00
1089,春夏季寬松的襯衫 男ins長袖港風日系韓版潮流帥氣情侶設計感襯衣外套 素色白襯衫,4,1,2,$289.00
1090,男生短袖襯衫 純棉夏季五分袖襯衫男短袖韓版潮流休閒青年七分袖寸衫中袖黑襯衣 復古百搭上衣職業正裝襯衣男裝服飾,5,1,1,$640.00
1091,蝦皮優選歐美爆款潮牌INS  連帽外套 連帽夾克 條紋外套 運動外套 運動夾克 開衫外套 男外套 彈力外套 修身外套 韓版外套,5,3,5,$207.00
1092,素面純色秋季長袖Polo衫男 速乾透氣  素面POLO衫 翻領立領網眼棉 大尺碼Polo 工作服 男士衣著,4.9,67,155,$268.00
1093,低價沖評 Nike 耐吉 健身房緊身衣 運動套裝男長袖 訓練晨跑透氣速幹健身跑步春夏季服,4.9,15,43,$209.00
1094,斐樂 運動套裝男女春秋長袖套裝男圓領休閑跑步服純棉情侶款兩件套,4,1,1,"$1,199.00"
1095,『免運』韓版潮流青少年學生格子 男長袖襯衫春秋 休閒襯衣男生寬鬆外套衣服,4,1,1,$389.00
1096,現貨實拍☾民國風男女中式伴郎服兄弟團禮服長袍馬褂唐裝立領長衫男相聲大褂,4.8,13,38,$239.00
1097,CPMAX 韓系半高領粗曠針織衫 男保暖套頭衫 毛衣男 男毛衣 男高領毛衣 男針織衫 男長袖毛衣 男打底T恤 C93,4.6,31,55,$329.00
1098,【現貨】SC C043夏季薄襯衫男 短袖襯衫 休閒襯衫外套 秋季港风ins条纹衬衫男 潮宽松青年潮流休闲韩版工装衬衣,5,2,2,$279.00
1099,春秋大學t 時尚拼色拼接連帽長袖套頭衛衣 男寬鬆百搭帽T 大學t,4.9,22,58,$450.00
1100,2019秋冬新款復古人魚姬偏光長袖襯衫 韓版原宿風休閒翻領襯衫 寬鬆oversize大尺碼襯衫 港味垂墜bf襯衣 男上衣,5,1,1,$561.00
1101,蝦皮優選潮流穿搭舒適寬鬆帽T 長袖帽T 修身素面長袖大學T 男帽t 素色帽t  青少年韓版套頭學院風百搭長袖t恤 學生連帽T恤,4.5,10,30,$149.00
1102,蝦皮優選【現貨】高品質 韓國 情侶款 古巴領 雪紡襯衫 長袖襯衫 港風紮染寬松襯衫男長袖早秋韓版學生ins襯衣暗黑禁欲系寸衫潮牌,5,1,7,$299 - $459
1103,蝦皮優選襯衫 港風潮牌襯衣男 三色入 ins韓版撞色塗鴉襯衣男女 個性印花長袖襯衫 秋季薄外套男 學院風休閒襯衫,4.8,4,5,$195.00
1104,蝦皮優選長袖襯衫男 M-3XL 韓版時尚襯衣長 日系秋裝上衣 休閑帥氣襯衫長袖 潮牌工裝襯衣 學院風百搭長袖襯衣,4.9,28,66,$259.00
1105,蝦皮優選【形男】三色可選 男生素色襯衫 男士長袖襯衫 男士商務襯衫 韓版修身男襯衣 商務襯衫 大碼男裝 男士職業襯衫 男生衣著,4.3,6,7,$299.00
