,item,rate,num_rate,num_sold,price
160,爆款熱賣春秋牛仔外套女寬松蝙蝠袖大口袋牛仔上衣韓版工裝雪花色BF牛仔服,4.7,10,27,$233 - $269
161,春季新款外套女學生網紅同款韓版寬松休閑百搭開衫拉鏈秋季女外套,5.0,2,14,$38 - $68
162,MOVING PEACH 女運動上衣長袖罩衫寬鬆正韓衛衣運動罩衫連帽休閒外穿跑步健身外套,4.9,107,287,$446
163,NANA🎀韓國復古格子西裝外套女寬鬆長袖開衫,5.0,10,36,$176
164,外套 韓版外套 西裝外套 閨蜜裝 寬松外套 西服 韓版寬鬆翻領九分袖薄款西裝外套女小個子百搭西服,4.8,8,20,$220
165,現貨批發價免運 新款韓版中長款春款寬松學生風衣女春季外套歐洲站bf潮款大尺碼,5.0,21,47,$156
166,牛仔外套女春秋新款韓版蝙蝠袖短款百搭寬松bf風學生夾克上衣,4.8,20,49,$299
167,現貨 戶外 冰絲 防曬衣男 夏季 防紫外線 超薄 透氣 遮臉 針織外套 防曬服女,5.0,5,13,$268
168,西裝外套 春夏季新款韓版chic網紅英倫風寬松小西裝外套薄款女垂感上衣,5.0,5,14,$270
169,防曬外套 冰絲 薄款 寬鬆 短版 長版 上衣 外套 防曬衫 韓版冰絲薄款寬松長袖T恤女空調開衫上衣 薄外套,4.7,72,172,$139
170,糖果色西裝外套 韓版寬松翻領短袖七分短袖西裝外套女小個子顯瘦西服,4.8,4,20,$259
