,item,rate,num_product,num_sold,price
170,"(6件運半價,12件免運)公司貨-三槍牌宜而爽-古早味男性素面圓領&U領厚棉長袖衛生內衣",469,83,150,$200.00
171,CPMAX 潮牌高磅連帽T恤 長袖帽T 大學帽T 男帽T 流行帽T 連帽上衣 百搭帽T 長袖上衣 大尺碼帽T T127,23223,716,149,$199.00
172,台灣現貨 韓版修身亞麻襯衫 亞麻襯衫 長袖襯衫 男襯衫 韓版襯衫 休閒襯衫 上班襯衫 大學襯衫 亞麻襯衫 【B20】,23279,717,149,$288.00
173,【阿信防皺襯衫】【經濟款-男長袖】男士、直條紋、標準領【白底紅/白底黑/水藍.白色/淺黃底藍色】長袖防皺襯衫,2126,230,147,$280.00
174,學院派日韓初高中學生校服班服長袖白襯衫制服 男,17130,1263,147,$205.00
175,☆衣林魔力屋☆(T119)秋冬暢銷款．男女百塔素面長袖POLO衫共22色/滿額免運/刷卡,8607,444,147,$210.00
176,NIKE PRO緊身衣 nike男裝圓領長袖緊身衣耐吉運動服nike緊身衣nike男子訓練服健身上衣有加厚保暖刷毛款,1685,71,146,$308.00
177,八號倉庫【2B050B0938】日單秋冬款長袖女寶紫色浪漫櫻花和服/男寶日本武士和服,67499,3523,145,$279.00
178,CPMAX 中山領亞麻條紋襯衫 小文青穿搭 七分袖 條紋襯衫 男女款 中山領襯衫 立領襯衫 長袖襯衫 襯衫【B46】,23338,717,142,$248.00
179,＊╮魔法衣舖╭＊【P083】秋冬人氣百搭．男女素面長袖POLO衫/團體 新22色☆滿額免運,1138,82,141,$210.00
