,item,rate,num_product,num_sold,price
142,【現貨-免運費！台灣寄出實拍+用給你看】原裝正版 防盜背包 防割 防盜 背包 可充電防水 後背包 防盜包 包包 電腦包,24440,494,1353,$880
143,【自由天狗】（現貨）買一送一  日本原宿風後背包 樂天旅行包學生書包雙肩包包斜背包郵差包防水包學生包包 皮夾anello,1713,34,1328,$288
144,《BBD．黑鬍子》潮流布標字母、不對稱皮革設計．街頭率性自由後背包 / 方包【F】【四色】【95009】,10385,1695,1314,$450
145,【現貨-免運費！台灣寄出】時尚型男 側背包 男生包包 防潑水 男包 背包 鞋背包 男方包 男士包 簡約方包 側肩包,24440,494,1299,$299
146,《BBD．黑鬍子》潮流布標字母、皮革直條穿扣設計．街頭率性自由後背包 / 方包【F】【四色】【95008】,10377,1696,1295,$450
147,一次性毛巾 神奇壓縮毛巾 洗碗巾 擦手巾 清潔毛巾 膠囊巾 魔術 拋棄式 背包客 旅行 顏色隨機(V50-0085),130803,998,1286,$5
148,"【傲骨工坊】EDC_可旋轉水管夾具【黑色 綠色 泥色】可調整,水袋背包,戰術背心,配件EDC00006",60598,3567,1275,$10
149,現貨 附發票 嘉義出貨 女包包 時尚質感歐風後背包 編號:6933愛河,30313,646,1267,$299
150,源動力~11CM多功能不銹鋼絲繩鑰匙圈-304不銹鋼~不鏽鋼絲圈登山包背包露營野外求生不鏽鋼絲繩重機車鑰匙環汽車鑰匙扣用,20662,1729,1262,$5
151,【比賽指定品牌．送收納背包】露指拳擊手套、分指拳擊手套、半指拳擊手套、泰拳、散打、MMA UFC 拉力繩 拳套,10925,161,1256,$299
152,快速出貨《加大容量!爆殺3折》郵差包斜背包側背包手機包背包零錢包電腦包機車包登山包書包多功能筆電包休閒包【27-191】,16271,185,1244,$299
153,現貨！韓版潮流｜充電背包 防水後背包 旅行包 背包 雙肩包 筆電包 學生背包 防潑水 多隔層 減震緩衝｜HOS971,42294,343,1242,$489 - $589
154,Leos小舖【日系流蘇貓咪長夾】韓版繼承者側背包肩背手提包書包千頌伊來自星星的你可愛貓咪後背包旅行包皮夾束口包豹紋,34569,162,1240,$189
155,★ 熊大賣場 ★ 美軍3p戰術雙肩後背包 帆布 戶外運動 登山包 野戰背包 迷彩包衝浪包露營包 旅行大背包【BG25】,12725,758,1238,$450
